"","plant_name_id","ipni_id","taxon_rank","taxon_status","family","genus_hybrid","genus","species_hybrid","species","infraspecific_rank","infraspecies","parenthetical_author","primary_author","publication_author","place_of_publication","volume_and_page","first_published","nomenclatural_remarks","geographic_area","lifeform_description","climate_description","taxon_name","taxon_authors","accepted_plant_name_id","basionym_plant_name_id","homotypic_synonym","parent_plant_name_id"
"752841","313192-wcs","600389-1","Species","Accepted","Lecythidaceae","","Napoleonaea","","vogelii","","","","Hook. & Planch.","","Hooker's Icon. Pl.",": t. 799","(1848)","","W. Trop. Africa","Nanophanerophyte or phanerophyte","Wet Tropical","Napoleonaea vogelii","Hook. & Planch.","313192-wcs","",NA,"313182-wcs"
"752850","517583-wcs","834973-1","Species","Accepted","Lecythidaceae","","Oubanguia","","alata","","","","Baker f.","A.B.Rendle & al.","Cat. Pl. Oban",": 15","(1913)","","SE. Nigeria to WC. Trop. Africa","Phanerophyte","Wet Tropical","Oubanguia alata","Baker f.","517583-wcs","",NA,"517580-wcs"
"754364","347451-az","544288-1","Species","Accepted","Lepidobotryaceae","","Lepidobotrys","","staudtii","","","","Engl.","","Bot. Jahrb. Syst.","32: 108","(1902)","","S. Nigeria to WC. Trop. Africa","Nanophanerophyte or phanerophyte","Wet Tropical","Lepidobotrys staudtii","Engl.","347451-az","",NA,"347435-az"
"754366","428302-az","300099-2","Species","Accepted","Lepidobotryaceae","","Ruptiliocarpon","","caracolito","","","","Hammel & N.Zamora","","Novon","3: 408","(1993)","","S. Nicaragua to Peru","Phanerophyte","Wet Tropical","Ruptiliocarpon caracolito","Hammel & N.Zamora","428302-az","",NA,"428204-az"
"758278","854822-az","544237-1","Species","Accepted","Linaceae","","Hugonia","","obtusifolia","","","","C.H.Wright","","Bull. Misc. Inform. Kew","1901: 119","(1901)","","S. Nigeria to WC. Trop. Africa","Climbing nanophanerophyte","Wet Tropical","Hugonia obtusifolia","C.H.Wright","854822-az","",NA,"854779-az"
"758282","854826-az","544242-1","Species","Accepted","Linaceae","","Hugonia","","penicillanthemum","","","","Baill. ex Pancher & Sebert","","Rev. Marit. Colon.","41: 604","(1874)","","New Caledonia","Phanerophyte","Wet Tropical","Hugonia penicillanthemum","Baill. ex Pancher & Sebert","854826-az","",NA,"854779-az"
"758298","854839-az","544257-1","Species","Accepted","Linaceae","","Hugonia","","spicata","","","","Oliv.","","Fl. Trop. Afr.","1: 270","(1868)","","Bioko, Cameroon","Climber","Wet Tropical","Hugonia spicata","Oliv.","854839-az","",NA,"854779-az"
"759304","428366-az","544868-1","Species","Accepted","Linaceae","","Reinwardtia","","indica","","","","Dumort.","","Comment. Bot.",": 19","(1822)","","Indian Subcontinent to S. China and Indo-China","Chamaephyte or nanophanerophyte","Subtropical","Reinwardtia indica","Dumort.","428366-az","353415-az",NA,"428364-az"
"759324","428382-az","544889-1","Species","Accepted","Linaceae","","Roucheria","","schomburgkii","","","","Planch.","","London J. Bot.","7: 526","(1848)","","S. Trop. America","Phanerophyte","Wet Tropical","Roucheria schomburgkii","Planch.","428382-az","",NA,"428361-az"
"761510","643129-az","1007431-1","Species","Accepted","Loasaceae","","Aosa","","rupestris","","","Gardner","Weigend","","Taxon","55: 464","(2006)","","NE. Brazil","Chamaephyte or nanophanerophyte","Seasonally Dry Tropical","Aosa rupestris","(Gardner) Weigend","643129-az","353379-az",NA,"643125-az"
"761588","690207-az","545037-1","Species","Accepted","Loasaceae","","Caiophora","","cirsiifolia","","","","C.Presl","","Reliq. Haenk.","2: 41","(1831)","","Peru to N. Chile","Chamaephyte","Desert and Dry Shrubland","Caiophora cirsiifolia","C.Presl","690207-az","",NA,"690188-az"
"761678","802722-az","97932-2","Species","Accepted","Loasaceae","","Eucnide","","aurea","","","A.Gray","H.J.Thomps. & W.R.Ernst","","J. Arnold Arbor.","48: 85","(1967)","","Mexico (Baja California)","Chamaephyte","Desert and Dry Shrubland","Eucnide aurea","(A.Gray) H.J.Thomps. & W.R.Ernst","802722-az","598708-az",NA,"802721-az"
"761696","802737-az","97943-2","Species","Accepted","Loasaceae","","Eucnide","","rupestris","","","Baill.","H.J.Thomps. & W.R.Ernst","","J. Arnold Arbor.","48: 86","(1967)","","SE. California to SW. Arizona and NW. Mexico","Chamaephyte","Desert and Dry Shrubland","Eucnide rupestris","(Baill.) H.J.Thomps. & W.R.Ernst","802737-az","353756-az",NA,"802721-az"
"762446","537465-az","545546-1","Species","Accepted","Loasaceae","","Petalonyx","","nitidus","","","","S.Watson","","Amer. Naturalist","7: 300","(1873)","","SW. U.S.A.","Chamaephyte or nanophanerophyte","Temperate","Petalonyx nitidus","S.Watson","537465-az","",NA,"537418-az"
"762796","818954-az","546462-1","Species","Accepted","Loganiaceae","","Geniostoma","","rupestre","","","","J.R.Forst. & G.Forst.","","Char. Gen. Pl.",": 24","(1776)","","Taiwan (Lan Yü, Lü Dao), Malesia to W. Pacific","Nanophanerophyte or phanerophyte","Wet Tropical","Geniostoma rupestre","J.R.Forst. & G.Forst.","818954-az","",NA,"818824-az"
"763567","936595-az","50426037-2","Species","Accepted","Loganiaceae","","Strychnos","","decussata","","","Pappe","Gilg","","Bot. Jahrb. Syst.","28: 121","(1899)","","S. Somalia to S. Africa, Madagascar","Nanophanerophyte or phanerophyte","Seasonally Dry Tropical","Strychnos decussata","(Pappe) Gilg","936595-az","664815-az",NA,"598056-az"
"763794","598138-az","547371-1","Species","Accepted","Loganiaceae","","Strychnos","","nux-vomica","","","","L.","","Sp. Pl.",": 189","(1753)","","India to N. Pen. Malaysia","Scrambling phanerophyte","Wet Tropical","Strychnos nux-vomica","L.","598138-az","",NA,"598056-az"
"763845","598232-az","547420-1","Species","Accepted","Loganiaceae","","Strychnos","","potatorum","","","","L.f.","","Suppl. Pl.",": 148","(1782)","","Rwanda to Limpopo, Madagascar, India to Myanmar, Sri Lanka","Phanerophyte","Seasonally Dry Tropical","Strychnos potatorum","L.f.","598232-az","",NA,"598056-az"
"764081","353640-az","350921-1","Species","Accepted","Lophopyxidaceae","","Lophopyxis","","maingayi","","","","Hook.f.","","Hooker's Icon. Pl.","18: t. 1714","(1887)","","Pen. Thailand to Caroline Is.","Climbing nanophanerophyte or liana","Wet Tropical","Lophopyxis maingayi","Hook.f.","353640-az","",NA,"353642-az"
"768805","441784-az","552231-1","Species","Accepted","Loranthaceae","","Tristerix","","verticillatus","","","Ruiz & Pav.","Barlow & Wiens","","Taxon","20: 307","(1971)","","Bolivia to Chile","Hemiparasitic chamaephyte","Subtropical","Tristerix verticillatus","(Ruiz & Pav.) Barlow & Wiens","441784-az","354720-az",NA,"441805-az"
"771589","621392-az","30023859-2","Species","Accepted","Lythraceae","","Adenaria","","floribunda","","","","Kunth","F.W.H.von Humboldt, A.J.A.Bonpland & C.S.Kunth","Nov. Gen. Sp.","6: 188","(1823)","","S. Mexico to N. Argentina, Hispaniola","Nanophanerophyte or phanerophyte","Seasonally Dry Tropical","Adenaria floribunda","Kunth","621392-az","",NA,"621391-az"
"772943","778789-az","553410-1","Species","Accepted","Lythraceae","","Duabanga","","moluccana","","","","Blume","","Mus. Bot.","1: 109","(1850)","","Borneo to E. Jawa and New Guinea, Caroline Is. (Palau)","Phanerophyte","Wet Tropical","Duabanga moluccana","Blume","778789-az","",NA,"778786-az"
"772983","816541-az","553442-1","Species","Accepted","Lythraceae","","Galpinia","","transvaalica","","","","N.E.Br.","","Bull. Misc. Inform. Kew","1894: 346","(1894)","","S. Zimbabwe to S. Africa","Phanerophyte","Seasonally Dry Tropical","Galpinia transvaalica","N.E.Br.","816541-az","",NA,"816539-az"
"773039","841927-az","96613-3","Species","Accepted","Lythraceae","","Heimia","","salicifolia","","","","Link","","Enum. Hort. Berol. Alt.","2: 3","(1822)","","SE. Texas to Mexico, S. Trop. America, Jamaica","Nanophanerophyte","Seasonally Dry Tropical","Heimia salicifolia","Link","841927-az","",NA,"841921-az"
"773066","354023-az","1054383-2","Species","Accepted","Lythraceae","","Lafoensia","","acuminata","","","Ruiz & Pav.","DC.","","Mém. Soc. Phys. Genève","3(2): 73","(1826)","","W. South America","Phanerophyte","Wet Tropical","Lafoensia acuminata","(Ruiz & Pav.) DC.","354023-az","694166-az",NA,"354003-az"
"773911","536866-az","554105-1","Species","Accepted","Lythraceae","","Physocalymma","","scaberrimum","","","","Pohl","","Flora","10: 153","(1827)","","Ecuador to Bolivia and Brazil","Phanerophyte","Wet Tropical","Physocalymma scaberrimum","Pohl","536866-az","",NA,"536855-az"
"774173","595165-az","554264-1","Species","Illegitimate","Lythraceae","","Sonneratia","","alba","","","","Griff.","","Not. Pl. Asiat.","4: 652","(1854)",", nom. illeg.","","","","Sonneratia alba","Griff.","595183-az","",TRUE,""
"774174","595164-az","554265-1","Species","Accepted","Lythraceae","","Sonneratia","","alba","","","","Sm.","A.Rees","Cycl.","33: n.° 2","(1816)","","S. Somalia to Mozambique and Pacific, N. Australia","Phanerophyte","Wet Tropical","Sonneratia alba","Sm.","595164-az","",NA,"595162-az"
"774427","465124-az","554290-1","Species","Accepted","Lythraceae","","Woodfordia","","fruticosa","","","L.","Kurz","","J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist.","40: 56","(1871)","","E. Tanzania, Comoros, Madagascar, Trop. & Subtrop. Asia","Nanophanerophyte or phanerophyte","Seasonally Dry Tropical","Woodfordia fruticosa","(L.) Kurz","465124-az","353948-az",NA,"465148-az"
"774568","113846-wcs","554609-1","Species","Accepted","Magnoliaceae","","Liriodendron","","chinense","","","Hemsl.","Sarg.","","Trees & Shrubs","1: 103","(1903)","","C. & S. China to N. Vietnam","Phanerophyte","Temperate","Liriodendron chinense","(Hemsl.) Sarg.","113846-wcs","113860-wcs",NA,"113845-wcs"
"774578","113859-wcs","30197364-2","Species","Accepted","Magnoliaceae","","Liriodendron","","tulipifera","","","","L.","","Sp. Pl.",": 535","(1753)","","S. Ontario to NC. & E. U.S.A.","Phanerophyte","Temperate","Liriodendron tulipifera","L.","113859-wcs","",NA,"113845-wcs"
"774651","117462-wcs","554644-1","Species","Accepted","Magnoliaceae","","Magnolia","","baillonii","","","","Pierre","","Fl. Forest. Cochinch.",": 2","(1880)","","Assam to China (S. Yunnan) and Indo-China","Phanerophyte","Wet Tropical","Magnolia baillonii","Pierre","117462-wcs","",NA,"117422-wcs"
"774727","252914-wcs","20012313-1","Species","Accepted","Magnoliaceae","","Magnolia","","chapensis","","","Dandy","Sima","","Yunnan Forest. Sci. Technol.","2001(2): 29","(2001)","","S. China to N. Vietnam","Phanerophyte","Wet Tropical","Magnolia chapensis","(Dandy) Sima","252914-wcs","126686-wcs",NA,"117422-wcs"
"774740","117514-wcs","554664-1","Species","Accepted","Magnoliaceae","","Magnolia","","compressa","","","","Maxim.","","Bull. Acad. Imp. Sci. Saint-Pétersbourg",", sér. 3, 17: 417","(1872)","","China (E. & S. Yunnan), SW. Japan to Taiwan,","Phanerophyte","Subtropical","Magnolia compressa","Maxim.","117514-wcs","",NA,"117422-wcs"
"774804","252919-wcs","20011686-1","Species","Accepted","Magnoliaceae","","Magnolia","","doltsopa","","","Buch.-Ham. ex DC.","Figlar","","Proc. Int. Symp. Magnoliac.","1: 21","(2000)","","Nepal to China (Yunnan)","Phanerophyte","Subtropical","Magnolia doltsopa","(Buch.-Ham. ex DC.) Figlar","252919-wcs","126698-wcs",NA,"117422-wcs"
"774844","117574-wcs","554702-1","Species","Accepted","Magnoliaceae","","Magnolia","","figo","","","Lour.","DC.","","Syst. Nat.","1: 460","(1817)","","SE. China, Korea (Jeju-do)","Phanerophyte","Subtropical","Magnolia figo","(Lour.) DC.","117574-wcs","113849-wcs",NA,"117422-wcs"
"774850","252925-wcs","20011691-1","Species","Accepted","Magnoliaceae","","Magnolia","","floribunda","","","Finet & Gagnep.","Figlar","","Proc. Int. Symp. Magnoliac.","1: 21","(2000)","","S. China to N. Indo-China","Phanerophyte","Wet Tropical","Magnolia floribunda","(Finet & Gagnep.) Figlar","252925-wcs","126710-wcs",NA,"117422-wcs"
"774968","117652-wcs","554743-1","Species","Accepted","Magnoliaceae","","Magnolia","","insignis","","","","Wall.","","Tent. Fl. Napal.",": 5","(1824)","","Nepal to S. China","Phanerophyte","Subtropical","Magnolia insignis","Wall.","117652-wcs","",NA,"117422-wcs"
"775008","252940-wcs","77087225-1","Species","Accepted","Magnoliaceae","","Magnolia","","laevifolia","","","Y.W.Law & Y.F.Wu","Noot.","","Blumea","52: 562","(2007)","","SC. China (Yunnan, Sichuan, Guizhou)","Nanophanerophyte","Subtropical","Magnolia laevifolia","(Y.W.Law & Y.F.Wu) Noot.","252940-wcs","126740-wcs",NA,"117422-wcs"
"775065","252947-wcs","20011707-1","Species","Accepted","Magnoliaceae","","Magnolia","","maudiae","","","Dunn","Figlar","","Proc. Int. Symp. Magnoliac.","1: 23","(2000)","","S. China to Hainan","Phanerophyte","Subtropical","Magnolia maudiae","(Dunn) Figlar","252947-wcs","126757-wcs",NA,"117422-wcs"
"775071","252950-wcs","20011708-1","Species","Accepted","Magnoliaceae","","Magnolia","","mediocris","","","Dandy","Figlar","","Proc. Int. Symp. Magnoliac.","1: 23","(2000)","","S. China to Indo-China","Phanerophyte","Wet Tropical","Magnolia mediocris","(Dandy) Figlar","252950-wcs","126758-wcs",NA,"117422-wcs"
"775087","252953-wcs","20011710-1","Species","Accepted","Magnoliaceae","","Magnolia","","montana","","","Blume","Figlar","","Proc. Int. Symp. Magnoliac.","1: 23","(2000)","","W. Malesia to Lesser Sunda Is. (Bali)","Phanerophyte","Wet Tropical","Magnolia montana","(Blume) Figlar","252953-wcs","126763-wcs",NA,"117422-wcs"
"775340","345284-wcs","77074669-1","Species","Accepted","Magnoliaceae","","Magnolia","","utilis","","","Dandy","V.S.Kumar","","Kew Bull.","61: 185","(2006)","","Myanmar to Pen. Malaysia, Borneo (Sabah, Sarawak), Sulawesi","Phanerophyte","Wet Tropical","Magnolia utilis","(Dandy) V.S.Kumar","345284-wcs","119688-wcs",NA,"117422-wcs"
"776022","619997-az","555354-1","Species","Accepted","Malpighiaceae","","Acridocarpus","","natalitius","","","","A.Juss.","","Arch. Mus. Hist. Nat.","3: 486","(1843)","","S. Mozambique to S. Africa","Climber","Subtropical","Acridocarpus natalitius","A.Juss.","619997-az","",NA,"619958-az"
"776762","677259-az","555864-1","Species","Accepted","Malpighiaceae","","Blepharandra","","hypoleuca","","","Benth.","Griseb.","","Linnaea","22: 7","(1849)","","S. Venezuela to N. Brazil","Nanophanerophyte or phanerophyte","Wet Tropical","Blepharandra hypoleuca","(Benth.) Griseb.","677259-az","730863-az",NA,"677252-az"
"777482","763432-az","556281-1","Species","Accepted","Malpighiaceae","","Diacidia","","galphimioides","","","","Griseb.","C.F.P.von Martius & auct. suc. (eds.)","Fl. Bras.","12(1): 120","(1858)","","SE. Colombia to N. Brazil","Nanophanerophyte or phanerophyte","Wet Tropical","Diacidia galphimioides","Griseb.","763432-az","",NA,"763427-az"
"777506","765587-az","79199-2","Species","Accepted","Malpighiaceae","","Dicella","","julianii","","","J.F.Macbr.","W.R.Anderson","","Acta Amazonica","5: 279","(1975)","","Colombia to Peru, N. Brazil","Climber","Wet Tropical","Dicella julianii","(J.F.Macbr.) W.R.Anderson","765587-az","515799-az",NA,"765576-az"
"777622","816492-az","556341-1","Species","Accepted","Malpighiaceae","","Galphimia","","brasiliensis","","","L.","A.Juss.","A.F.C.P.de Saint-Hilaire & al.","Fl. Bras. Merid.","3: 71","(1829)","","NE. Brazil","Chamaephyte or nanophanerophyte","Seasonally Dry Tropical","Galphimia brasiliensis","(L.) A.Juss.","816492-az","515625-az",NA,"816485-az"
